,out_zone_percent,in_zone_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,fastball_avg_break_x,fastball_avg_break_z,fastball_avg_break,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,breaking_avg_break_x,breaking_avg_break_z,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,offspeed_avg_break_x,offspeed_avg_break_z,Cluster,last_name,first_name
209,54.9,45.1,51.0,96.1,2259.0,-2.7,-11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,82.2,2689.0,9.2,-52.4,15.2,13.8,97.1,2194.0,-8.9,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,96.3,2245,-4.0,-11.7,18.5,35.2,82.2,2689.0,9.2,-52.4,0.0,0.0,0.0,0.0,0.0,7,Staumont, Josh
210,47.4,52.6,0.8,93.0,1901.0,-13.0,-26.8,25.0,80.4,2437.0,10.0,-38.0,23.8,83.9,1649.0,-16.9,-34.7,0.0,0.0,0.0,0.0,0.0,0.0,50.4,94.0,1970.0,-17.2,-25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3,94.0,1969,-17.1,-25.2,18.2,25.0,80.4,2437.0,10.0,-38.0,23.8,83.9,1649.0,-16.9,-34.7,2,Tate, Dillon
211,49.2,50.8,32.9,97.1,2354.0,-11.4,-15.4,21.1,86.5,2422.0,1.1,-36.0,22.3,88.4,1937.0,-17.3,-32.3,0.0,0.0,0.0,0.0,0.0,0.0,23.7,96.9,2163.0,-17.8,-23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.7,97.0,2274,-14.1,-18.7,18.3,21.1,86.5,2422.0,1.1,-36.0,22.3,88.4,1937.0,-17.3,-32.3,2,Castillo, Luis
212,52.2,47.8,23.2,90.5,2152.0,-7.4,-19.3,0.5,84.7,2102.0,2.3,-32.9,49.9,82.7,1694.0,-13.1,-38.8,20.6,73.2,2227.0,13.4,-65.2,19.0,5.8,89.9,2104.0,-15.8,-25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,90.4,2143,-9.1,-20.6,16.5,21.1,73.4,2224.0,13.1,-64.5,49.9,82.7,1694.0,-13.1,-38.8,4,Crismatt, Nabil
213,54.1,45.9,37.4,97.6,2356.0,-3.1,-14.8,24.9,89.5,2441.0,5.1,-30.7,4.8,92.0,1783.0,-15.8,-26.3,0.0,0.0,0.0,0.0,0.0,0.0,31.9,98.3,2311.0,-15.3,-18.9,1.0,92.9,2473.0,-3.3,-22.6,0.0,0.0,0.0,0.0,0.0,0.0,70.3,97.8,2337,-8.6,-16.8,16.1,24.9,89.5,2441.0,5.1,-30.7,4.8,92.0,1783.0,-15.8,-26.3,2,Dominguez, Seranthony
214,49.7,50.3,54.0,94.2,2132.0,-3.3,-19.6,27.0,86.1,2101.0,4.9,-34.3,7.6,87.0,2083.0,-8.0,-27.8,6.5,78.2,2206.0,5.9,-50.8,8.8,5.0,92.8,2097.0,-11.7,-20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,94.1,2129,-4.0,-19.6,12.1,33.5,84.6,2121.0,5.1,-37.5,7.6,87.0,2083.0,-8.0,-27.8,4,Senzatela, Antonio
215,49.1,50.9,48.1,96.3,2257.0,-7.6,-12.2,21.1,85.2,2678.0,10.3,-40.8,22.4,88.8,1558.0,-13.6,-25.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,96.0,2211.0,-13.7,-14.2,7.3,90.4,2421.0,4.8,-28.8,0.0,0.0,0.0,0.0,0.0,0.0,56.5,95.6,2277,-6.1,-14.4,17.7,21.1,85.2,2678.0,10.3,-40.8,22.4,88.8,1558.0,-13.6,-25.4,8,Severino, Luis
216,45.3,54.7,43.2,91.6,2095.0,-6.4,-15.1,36.1,80.1,2103.0,8.2,-30.5,13.5,84.6,1922.0,-16.5,-29.4,0.0,0.0,0.0,0.0,0.0,0.0,7.2,92.0,2075.0,-13.7,-18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,91.6,2092,-7.4,-15.6,19.1,36.1,80.1,2103.0,8.2,-30.5,13.5,84.6,1922.0,-16.5,-29.4,2,Hernandez, Elieser
217,48.0,52.0,51.4,92.5,2494.0,-11.9,-18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4,92.5,2494,-11.9,-18.4,18.2,48.6,82.8,2422.0,12.0,-31.4,0.0,0.0,0.0,0.0,0.0,7,Sewald, Paul
218,55.3,44.7,39.6,91.7,2132.0,-2.3,-13.7,8.3,80.9,2539.0,8.4,-43.5,16.1,81.1,1309.0,-12.6,-32.9,3.6,74.6,2651.0,8.4,-64.6,17.4,0.0,0.0,0.0,0.0,0.0,32.4,87.4,2355.0,6.6,-28.4,0.0,0.0,0.0,0.0,0.0,0.0,72.0,89.8,2233,1.7,-20.3,15.1,11.9,79.0,2573.0,8.4,-49.8,16.1,81.1,1309.0,-12.6,-32.9,8,Flexen, Chris
219,53.2,46.8,0.0,0.0,0.0,0.0,0.0,28.3,84.0,2460.0,-4.1,-38.3,2.2,88.6,1599.0,13.4,-27.9,0.0,0.0,0.0,0.0,0.0,0.0,69.5,97.4,2008.0,8.5,-11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,97.4,2008,8.5,-11.3,19.7,28.3,84.0,2460.0,-4.1,-38.3,2.2,88.6,1599.0,13.4,-27.9,1,Hader, Josh
220,48.0,52.0,36.8,94.1,2062.0,-6.0,-16.2,3.3,86.9,2452.0,4.8,-35.8,9.4,85.9,1501.0,-8.0,-35.2,28.8,76.7,2973.0,16.0,-57.8,19.6,21.7,94.0,1903.0,-15.2,-21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4,94.1,2003,-9.4,-18.3,16.7,32.2,77.8,2919.0,14.9,-55.5,9.4,85.9,1501.0,-8.0,-35.2,4,Stephens, Jackson
221,49.5,50.5,18.7,96.0,2321.0,-5.3,-15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,96.2,2065.0,-15.1,-21.2,27.0,93.3,2400.0,1.1,-21.9,0.0,0.0,0.0,0.0,0.0,0.0,55.8,94.8,2313,-4.0,-19.6,12.9,44.2,85.3,2535.0,15.3,-36.2,0.0,0.0,0.0,0.0,0.0,7,Phillips, Evan
222,49.5,50.5,3.0,92.1,2236.0,-14.9,-23.4,33.7,83.2,2607.0,3.3,-35.2,7.4,84.3,1517.0,-8.4,-41.5,27.1,74.8,2732.0,16.9,-46.1,17.5,28.8,90.4,2249.0,-18.0,-33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,90.5,2248,-17.7,-32.6,18.2,60.8,79.5,2663.0,9.4,-40.1,7.4,84.3,1517.0,-8.4,-41.5,4,Herget, Jimmy
223,53.3,46.7,17.7,93.2,1894.0,6.6,-20.1,3.9,82.5,2113.0,-6.6,-38.6,21.4,84.9,1518.0,14.8,-32.2,7.7,76.5,2229.0,-9.8,-55.6,13.3,40.2,92.5,1907.0,16.0,-25.7,9.1,89.7,2010.0,0.0,-26.3,0.0,0.0,0.0,0.0,0.0,0.0,67.0,92.3,1918,11.3,-24.3,15.1,11.6,78.5,2190.0,-8.7,-49.9,21.4,84.9,1518.0,14.8,-32.2,1,Suarez, Ranger
224,51.5,48.5,46.9,93.5,2370.0,-4.4,-14.0,4.4,83.9,2735.0,12.1,-37.3,4.7,86.1,2097.0,-14.5,-26.5,17.4,81.3,2576.0,8.2,-55.1,16.0,5.2,92.8,2330.0,-12.5,-18.9,21.3,89.8,2552.0,5.2,-25.6,0.0,0.0,0.0,0.0,0.0,0.0,73.4,92.4,2420,-2.2,-17.7,15.7,21.8,81.8,2608.0,9.0,-51.5,4.7,86.1,2097.0,-14.5,-26.5,8,Thompson, Keegan
225,51.6,48.4,55.0,97.1,2249.0,-7.2,-12.1,32.3,87.4,2263.0,6.4,-30.8,4.8,85.9,1590.0,-11.7,-27.3,7.9,80.4,2513.0,9.4,-50.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,97.1,2249,-7.2,-12.1,18.6,40.2,86.0,2313.0,7.0,-34.7,4.8,85.9,1590.0,-11.7,-27.3,5,Lopez, Reynaldo
226,52.8,47.2,31.4,95.0,2319.0,-9.8,-14.4,26.0,84.1,2561.0,8.4,-32.7,24.0,88.7,1885.0,-16.8,-31.2,0.0,0.0,0.0,0.0,0.0,0.0,18.6,94.8,2320.0,-16.9,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,94.9,2319,-12.5,-16.9,19.2,26.0,84.1,2561.0,8.4,-32.7,24.0,88.7,1885.0,-16.8,-31.2,2,Iglesias, Raisel
227,53.6,46.4,25.9,97.8,2412.0,-12.2,-14.5,38.0,86.0,2601.0,4.3,-35.9,0.1,90.9,2462.0,-6.1,-21.9,0.0,0.0,0.0,0.0,0.0,0.0,36.0,96.9,2327.0,-17.7,-21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,97.3,2363,-15.4,-18.5,19.2,38.0,86.0,2601.0,4.3,-35.9,0.1,90.9,2462.0,-6.1,-21.9,2,Marte, Yunior
228,46.6,53.4,49.0,93.1,2521.0,2.9,-14.9,0.0,0.0,0.0,0.0,0.0,17.3,86.1,1954.0,13.8,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,93.1,2521,2.9,-14.9,16.9,33.7,80.9,2914.0,-16.3,-42.7,17.3,86.1,1954.0,13.8,-30.0,1,Urias, Julio
229,57.1,42.9,16.0,95.1,2478.0,-2.5,-13.6,31.3,87.6,2779.0,6.0,-35.3,28.1,85.9,1740.0,-10.2,-33.0,3.0,81.6,2463.0,6.4,-56.3,16.3,21.6,94.4,2269.0,-12.1,-17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,94.7,2358,-8.0,-16.0,17.5,34.3,87.1,2751.0,6.0,-37.1,28.1,85.9,1740.0,-10.2,-33.0,4,Crowe, Wil
230,46.4,53.6,0.0,0.0,0.0,0.0,0.0,12.2,89.0,2144.0,2.9,-26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,97.0,2070.0,-11.7,-13.8,0.0,0.0,0.0,0.0,0.0,9.0,88.6,1093.0,-9.2,-31.5,10.2,78.8,97.0,2070,-11.7,-13.8,19.4,12.2,89.0,2144.0,2.9,-26.7,9.0,88.6,1093.0,-9.2,-31.5,0,Finnegan, Kyle
231,46.7,53.3,76.6,98.3,2028.0,-9.1,-11.1,0.5,86.7,2340.0,3.0,-36.6,0.0,0.0,0.0,0.0,0.0,6.8,82.8,1997.0,8.1,-52.0,14.3,0.9,96.7,2050.0,-13.4,-13.3,0.0,0.0,0.0,0.0,0.0,15.2,89.4,1000.0,-10.9,-30.8,11.8,77.5,98.3,2028,-9.2,-11.1,19.6,7.3,83.0,2019.0,7.7,-51.0,15.2,89.4,1000.0,-10.9,-30.8,0,Harvey, Hunter
232,46.5,53.5,0.0,0.0,0.0,0.0,0.0,13.2,81.5,2032.0,-3.9,-39.1,24.8,84.9,1434.0,13.0,-31.3,1.2,77.1,2018.0,-12.7,-45.1,13.0,60.8,91.2,2004.0,13.2,-20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8,91.2,2004,13.2,-20.7,18.3,14.4,81.1,2031.0,-4.7,-39.6,24.8,84.9,1434.0,13.0,-31.3,1,Manaea, Sean
233,47.9,52.1,46.4,96.7,2285.0,12.5,-17.3,38.1,86.9,2232.0,-3.3,-35.2,0.2,89.0,1362.0,16.4,-34.6,0.0,0.0,0.0,0.0,0.0,0.0,15.4,96.2,2175.0,17.6,-23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8,96.6,2258,13.7,-18.9,17.8,38.1,86.9,2232.0,-3.3,-35.2,0.2,89.0,1362.0,16.4,-34.6,1,Puk, A.J.
234,52.2,47.8,38.8,93.5,2197.0,-4.5,-17.9,0.0,0.0,0.0,0.0,0.0,35.3,87.5,1965.0,-17.3,-32.4,8.1,80.9,2495.0,11.0,-51.7,14.9,8.1,93.4,1999.0,-14.8,-25.3,9.7,88.7,2226.0,2.2,-28.7,0.0,0.0,0.0,0.0,0.0,0.0,56.6,92.7,2173,-4.8,-20.8,13.2,8.1,80.9,2495.0,11.0,-51.7,35.3,87.5,1965.0,-17.3,-32.4,3,Lopez, Pablo
235,49.0,51.0,23.9,90.1,2275.0,7.7,-15.9,10.9,77.7,2340.0,-13.3,-45.0,18.5,82.8,1524.0,13.7,-31.5,0.0,0.0,0.0,0.0,0.0,0.0,19.4,90.1,2131.0,14.8,-21.0,27.3,85.5,2351.0,-3.8,-27.7,0.0,0.0,0.0,0.0,0.0,0.0,70.6,88.3,2265,5.2,-21.8,16.0,10.9,77.7,2340.0,-13.3,-45.0,18.5,82.8,1524.0,13.7,-31.5,1,Alexander, Tyler
236,50.9,49.1,56.1,96.2,2335.0,-2.4,-11.8,26.4,87.3,2411.0,7.4,-33.1,17.4,84.0,1913.0,-14.3,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,96.2,2335,-2.4,-11.8,18.2,26.4,87.3,2411.0,7.4,-33.1,17.4,84.0,1913.0,-14.3,-28.0,5,Baker, Bryan
237,44.6,55.4,68.1,94.1,2361.0,-4.8,-15.2,31.9,83.3,2293.0,6.5,-37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.1,94.1,2361,-4.8,-15.2,16.6,31.9,83.3,2293.0,6.5,-37.6,0.0,0.0,0.0,0.0,0.0,7,Bickford, Phil
238,52.5,47.5,32.2,95.1,2292.0,-10.8,-13.9,0.0,0.0,0.0,0.0,0.0,43.3,83.8,2058.0,-17.1,-32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,88.3,2375.0,3.1,-23.1,0.0,0.0,0.0,0.0,0.0,0.0,56.7,92.2,2328,-4.8,-17.9,16.7,0.0,0.0,0.0,0.0,0.0,43.3,83.8,2058.0,-17.1,-32.1,6,Brogdon, Connor
239,47.3,52.7,12.1,92.0,2241.0,5.3,-19.5,28.1,81.2,2437.0,-7.4,-42.0,12.8,84.0,1766.0,12.6,-29.7,0.0,0.0,0.0,0.0,0.0,0.0,6.1,89.4,2166.0,10.7,-27.3,40.9,86.5,2388.0,-0.4,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1,87.9,2335,1.9,-27.5,9.2,28.1,81.2,2437.0,-7.4,-42.0,12.8,84.0,1766.0,12.6,-29.7,1,Castano, Daniel
240,48.6,51.4,43.7,91.8,2271.0,4.1,-12.7,0.0,0.0,0.0,0.0,0.0,4.4,82.9,1333.0,12.8,-33.8,0.3,72.1,2437.0,-9.0,-56.9,14.5,3.0,90.8,2274.0,10.8,-17.7,30.0,86.8,2370.0,-4.7,-27.5,0.0,0.0,0.0,0.0,0.0,0.0,76.7,89.8,2310,0.9,-18.7,16.3,18.9,77.0,2521.0,-15.2,-42.8,4.4,82.9,1333.0,12.8,-33.8,3,Cortes Jr., Nestor
241,53.9,46.1,7.5,91.2,1881.0,-13.2,-24.9,0.6,87.1,2291.0,0.6,-32.9,14.8,84.4,1424.0,-14.6,-39.5,40.7,80.9,2411.0,11.4,-37.6,12.5,36.4,90.9,1803.0,-17.7,-34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,90.9,1816,-16.9,-33.0,17.6,41.3,81.0,2409.0,11.3,-37.5,14.8,84.4,1424.0,-14.6,-39.5,4,Danish, Tyler
242,56.3,43.7,0.1,86.9,2051.0,-4.3,-25.8,27.9,78.7,2081.0,7.5,-48.6,20.2,84.0,1860.0,-17.2,-34.7,0.0,0.0,0.0,0.0,0.0,0.0,40.0,89.5,2004.0,-15.6,-28.8,11.9,87.1,2158.0,1.0,-26.6,0.0,0.0,0.0,0.0,0.0,0.0,52.0,88.9,2039,-11.8,-28.3,15.1,27.9,78.7,2081.0,7.5,-48.6,20.2,84.0,1860.0,-17.2,-34.7,2,Dunning, Dane
243,51.6,48.4,52.1,93.7,2243.0,-5.8,-12.6,30.7,85.8,2298.0,5.5,-32.1,9.8,83.9,1824.0,-11.9,-25.8,6.9,79.6,2150.0,2.4,-53.3,10.8,0.0,0.0,0.0,0.0,0.0,0.5,92.6,2258.0,3.1,-13.4,0.0,0.0,0.0,0.0,0.0,0.0,52.6,93.7,2243,-5.7,-12.6,19.6,37.6,84.7,2271.0,4.9,-36.0,9.8,83.9,1824.0,-11.9,-25.8,5,Foster, Matt
244,52.6,47.4,32.7,95.2,2201.0,-8.4,-15.1,0.0,0.0,0.0,0.0,0.0,1.1,90.2,1429.0,-14.5,-29.9,10.4,82.7,2073.0,10.0,-49.9,14.0,21.9,95.1,2033.0,-16.5,-21.8,33.9,91.5,2258.0,0.5,-21.1,0.0,0.0,0.0,0.0,0.0,0.0,88.6,93.8,2182,-7.0,-19.1,15.6,10.4,82.7,2073.0,10.0,-49.9,1.1,90.2,1429.0,-14.5,-29.9,3,Gott, Trevor
245,51.8,48.2,20.2,91.4,2162.0,-4.4,-24.2,26.8,87.8,2369.0,0.4,-30.7,4.1,86.5,1458.0,-12.4,-28.8,13.5,80.5,2421.0,7.4,-46.9,9.1,35.3,91.9,2058.0,-12.5,-26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,91.7,2096,-9.5,-25.5,12.5,40.3,85.3,2386.0,2.8,-36.1,4.1,86.5,1458.0,-12.4,-28.8,4,Hudson, Dakota
246,51.4,48.6,11.8,92.4,2119.0,-10.8,-17.2,0.0,0.0,0.0,0.0,0.0,20.0,86.1,1508.0,-15.1,-32.9,13.6,80.2,2368.0,5.1,-44.7,6.5,34.4,92.5,2057.0,-16.6,-19.6,20.3,89.6,2160.0,-2.8,-23.4,0.0,0.0,0.0,0.0,0.0,0.0,66.4,91.6,2099,-11.4,-20.3,17.6,13.6,80.2,2368.0,5.1,-44.7,20.0,86.1,1508.0,-15.1,-32.9,3,Jefferies, Daulton
247,45.5,54.5,63.5,95.7,2463.0,-10.4,-11.6,30.9,84.8,2225.0,2.8,-36.5,5.6,90.7,2200.0,-16.3,-24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,95.7,2463,-10.4,-11.6,21.2,30.9,84.8,2225.0,2.8,-36.5,5.6,90.7,2200.0,-16.3,-24.3,5,Jimenez, Joe
248,51.1,48.9,35.3,94.5,2409.0,2.4,-17.3,36.1,86.9,2544.0,5.7,-38.5,5.1,90.0,1558.0,-10.1,-25.1,0.0,0.0,0.0,0.0,0.0,0.0,23.6,93.4,2186.0,-10.4,-23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9,94.1,2320,-2.7,-19.8,13.3,36.1,86.9,2544.0,5.7,-38.5,5.1,90.0,1558.0,-10.1,-25.1,2,Keller, Brad
249,52.3,47.7,2.5,92.9,2218.0,-9.3,-18.0,36.6,86.5,2541.0,3.0,-34.4,7.2,87.9,1701.0,-13.9,-29.0,11.5,79.5,2866.0,12.3,-54.6,16.7,42.2,92.8,2129.0,-14.4,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7,92.8,2134,-14.1,-21.6,17.7,48.1,84.9,2619.0,5.2,-39.2,7.2,87.9,1701.0,-13.9,-29.0,4,Kuhl, Chad
250,48.9,51.1,43.9,93.3,2290.0,9.8,-14.6,17.5,86.7,2285.0,-3.1,-32.1,3.1,87.2,1745.0,15.0,-27.4,16.0,78.2,2399.0,-6.4,-52.7,10.6,0.0,0.0,0.0,0.0,0.0,19.4,89.8,2269.0,0.6,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,92.2,2283,6.9,-17.2,17.1,33.6,82.7,2339.0,-4.7,-41.9,3.1,87.2,1745.0,15.0,-27.4,1,Lauer, Eric
251,50.8,49.2,50.7,94.5,2132.0,-6.2,-12.6,37.1,87.9,2220.0,2.5,-29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,85.6,880.0,-7.3,-33.8,8.9,50.7,94.5,2132,-6.2,-12.6,19.3,37.1,87.9,2220.0,2.5,-29.1,12.3,85.6,880.0,-7.3,-33.8,0,Littell, Zack
252,52.5,47.5,51.6,93.2,2294.0,-10.2,-13.5,11.4,83.9,2496.0,5.0,-36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,85.5,2397.0,1.7,-27.0,24.0,85.4,1900.0,-14.3,-27.4,17.7,64.5,91.7,2314,-7.8,-16.2,18.8,11.4,83.9,2496.0,5.0,-36.8,24.0,85.4,1900.0,-14.3,-27.4,0,Mahle, Tyler
253,54.3,45.7,0.1,94.0,2156.0,6.9,-9.4,17.4,88.6,2200.0,0.5,-30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,93.7,2032.0,17.1,-22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6,93.7,2032,17.1,-22.4,19.4,17.4,88.6,2200.0,0.5,-30.6,0.0,0.0,0.0,0.0,0.0,7,Mayza, Tim
254,51.3,48.7,49.4,91.5,2294.0,-8.4,-15.4,23.0,82.9,2175.0,5.6,-40.1,15.6,84.4,1812.0,-16.2,-30.7,11.9,76.8,2243.0,9.4,-57.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4,91.5,2294,-8.4,-15.4,19.4,35.0,80.8,2199.0,6.9,-45.9,15.6,84.4,1812.0,-16.2,-30.7,5,Ober, Bailey
255,51.5,48.5,51.7,95.6,2517.0,-4.9,-11.6,2.0,84.6,2477.0,13.4,-36.2,0.0,0.0,0.0,0.0,0.0,2.5,80.2,2632.0,8.3,-56.5,16.1,0.0,0.0,0.0,0.0,0.0,19.2,85.8,2363.0,4.4,-35.1,24.7,88.4,1531.0,-12.3,-27.2,15.0,70.9,92.9,2475,-2.4,-18.0,15.5,4.4,82.1,2564.0,10.5,-47.6,24.7,88.4,1531.0,-12.3,-27.2,0,Pagan, Emilio
256,54.8,45.2,18.1,95.6,1992.0,-9.2,-16.0,23.8,81.9,2558.0,16.8,-40.2,10.7,87.4,1690.0,-16.1,-35.4,2.3,76.8,2180.0,12.7,-53.4,14.6,29.6,95.8,2024.0,-16.4,-21.0,15.5,92.3,2277.0,-2.0,-25.2,0.0,0.0,0.0,0.0,0.0,0.0,63.2,94.9,2077,-10.8,-20.6,15.6,26.1,81.5,2525.0,16.4,-41.4,10.7,87.4,1690.0,-16.1,-35.4,8,Trivino, Lou
257,56.0,44.0,37.7,93.9,2268.0,-12.2,-14.5,0.0,0.0,0.0,0.0,0.0,58.1,83.4,2739.0,-19.0,-42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,87.0,2391.0,3.9,-27.7,0.0,0.0,0.0,0.0,0.0,0.0,41.9,93.2,2280,-10.6,-15.8,19.7,0.0,0.0,0.0,0.0,0.0,58.1,83.4,2739.0,-19.0,-42.7,6,Williams, Devin
258,49.1,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,78.6,1920.0,16.9,-39.8,27.0,71.3,2168.0,-15.7,-49.4,16.7,18.7,86.7,1820.0,14.2,-25.0,30.3,82.3,2084.0,-1.9,-34.5,0.0,0.0,0.0,0.0,0.0,0.0,49.1,84.0,1984,4.3,-30.9,11.3,27.0,71.3,2168.0,-15.7,-49.4,23.9,78.6,1920.0,16.9,-39.8,3,Yarbrough, Ryan
259,50.8,49.2,31.4,98.7,2369.0,11.1,-14.5,21.8,89.2,2387.0,-1.4,-28.1,1.0,91.8,2154.0,16.7,-23.8,0.0,0.0,0.0,0.0,0.0,0.0,45.8,98.2,2372.0,16.7,-18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,98.4,2370,14.5,-16.9,18.8,21.8,89.2,2387.0,-1.4,-28.1,1.0,91.8,2154.0,16.7,-23.8,1,Soto, Gregory
260,57.0,43.0,1.4,98.2,2428.0,-9.5,-11.7,0.0,0.0,0.0,0.0,0.0,15.0,89.9,1943.0,-16.9,-23.3,20.2,86.9,2624.0,9.3,-32.8,11.2,63.3,98.0,2317.0,-16.2,-17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,98.0,2320,-16.0,-17.1,19.9,20.2,86.9,2624.0,9.3,-32.8,15.0,89.9,1943.0,-16.9,-23.3,4,Loaisiga, Jonathan
261,48.7,51.3,21.2,92.0,2272.0,-5.8,-15.8,47.2,85.3,2191.0,4.0,-32.0,13.8,85.0,1612.0,-13.8,-27.9,0.0,0.0,0.0,0.0,0.0,0.0,17.8,91.8,2148.0,-11.4,-17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,91.9,2215,-8.4,-16.4,18.4,47.2,85.3,2191.0,4.0,-32.0,13.8,85.0,1612.0,-13.8,-27.9,2,Barria, Jaime
